ID;DokID;Blatt;Datum;Lfd. Nr.;Adressat ;Referenz BayMBl.;Norm;Verstoß;Adressat des Bußgeldbescheids;Regelsatz in €
4398430721;43984307;307;43984;21;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;§§ 20, 21 Nr. 15 BayIfSMV;"Betreiber von Kulturstätten i.S.d. § 20 BayIfSMV, die (1) nicht sicherstellen, dass die Anzahl der Besucher nicht höher ist als ein Besucher je 20 m² zugänglicher Fläche, oder (2) kein Schutz- und Hygienekonzept oder kein Parkplatzkonzept vorlegen können; für Führungen gilt § 11 Abs. 2 BayIfSMV.";"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4398430722;43984307;307;43984;22;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nrn.1.1 bis 1.3 AV „Schulen“;Abhalten von Unterricht, Veranstaltungen, Studienbetrieb oder Betreuungsangebote nach Nrn. 1.1. bis 1.3 AV „Schulen“, ausgenommen die in Nrn. 2 und 3 genannten Einrichtungen, der erlaubte Schulbetrieb und die Notbetreuung nach Nrn. 4 und 5.;Person, welche die Entscheidung über das Abhalten von Unterricht, Veranstaltungen, den Studienbetrieb oder das Betreuungsangebot trifft;2500
4398430723;43984307;307;43984;23;Schüler;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr. 1.4 ggf. i.V.m. Nr. 7 AV „Schulen“;Betreten der in Nrn. 1.1 bis 1.3 genannten Einrichtungen zu Zwecken des Unterrichts und sonstiger Schulveranstaltungen, zur Wahrnehmung des regulären Betreuungsangebots (einschl. der Mittagsbetreuung) oder zur Wahrnehmung des Lehr- und Studienbetriebs (ausgenommen die in Nrn. 2 und 3 genannten Einrichtungen und die Notbetreuung nach den Nrn. 4 und 5).;Schüler, Kinder und Studierende, ab 14 Jahren (§ 12 OWiG) und/oder deren Personensorgeberechtigte;150
4398430724;43984307;307;43984;24;Schüler;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr. 6 ggf. i.V.m. Nrn.  4 und 5 AV „Schulen“;Betreten einer in der AV „Schulen“ aufgezählten Einrichtungen, wenn das Kind, der Schüler/die Schülerin (1) Krankheitssymptome aufweist, (2) in Kontakt zu einer infizierten Person steht oder seit dem letzten Kontakt mit einer infizierten Person noch keine 14 Tage vergangen sind oder (3) einer sonstigen Quarantänemaßnahme unterliegt.;Schüler, Kinder und Studierende, ab 14 Jahren (§ 12 OWiG) und/oder deren Personensorgeberechtigte;500
4398430725;43984307;307;43984;25;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr. 7 i.V.m. Nrn.  4 und 5 AV „Schulen“;Wahrnehmung eines Betreuungsangebots nach Nrn. 4 und 5, obwohl die dort genannten Voraussetzungen nicht vorliegen.;Personensorgeberechtigte;500
4398430726;43984307;307;43984;26;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr.1.1 AV „Kitas“;Aufnahme eines regulären Betreuungsangebots (ausgenommen Notbetreuungsangebot nach den Nrn. 2 bis 4).;Person, welche die Entscheidung über die Aufnahme des regulären Betreuungsangebots trifft;2500
4398430727;43984307;307;43984;27;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr. 1 i.V.m. Nr. 6 AV „Kitas“;Betreten von Kindertageseinrichtungen oder Großtagespflegestellen zur Wahrnehmung des Betreuungsangebots (ausgenommen die Notbetreuung nach den Nrn. 3 und 4).;Personensorgeberechtigte;500
4398430728;43984307;307;43984;28;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 307 vom 02.06.2020;Nr. 5 i.V.m. Nr. 6 AV „Kitas“;Betreten der in der AV „Kitas“ aufgezählten Einrichtungen, wenn das Kind (1) Krankheitssymptome aufweist, (2) in Kontakt zu einer infizierten Person steht oder seit dem letzten Kontakt mit einer infizierten Person keine 14 Tage vergangen sind und sie keine Krankheitssymptome aufweisen oder (3) einer sonstigen Quarantänemaßnahme unterliegt.;Personensorgeberechtigte;500
4400434901;44004349;349;44004;1;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 2 Abs. 1, § 22 Nr. 1 BayIfSMV;Aufenthalt im öffentlichen Raum mit Personen, die nicht vom erlaubten Personenkreis des § 2 Abs. 1 BayIfSMV umfasst sind.;Personen ab 14 Jahren (§ 12 OWiG);150
4400434902;44004349;349;44004;2;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 2 Abs. 2, § 21 Nr. 2 BayIfSMV;Feiern und/oder Grillen auf öffentlichen Plätzen oder Anlagen.;Personen ab 14 Jahren (§ 12 OWiG);150
4400434903;44004349;349;44004;3;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 4 Abs. 1, § 22 Nr. 3 BayIfSMV;"Besuch von Krankenhäusern sowie Vorsorge- und Rehabilitationseinrichtungen, in denen eine den Krankenhäusern vergleichbare medizinische Versorgung erfolgt, ausgenommen sind Geburts- und Kinderstationen für engste Angehörige und Palliativstationen und Hospize; Besuch von vollstationären Einrichtungen der Pflege; Besuch von Einrichtungen für Menschen mit Behinderungen; Besuch von ambulant betreuten Wohngemeinschaften nach Art. 2 Abs. 3 Pflegewohnqualitätsgesetz (PfleWoqG) oder Besuch von Altenheimen und Seniorenresidenzen (vgl. Aufzählung in § 4 Abs. 1 BayIfSMV), ohne dass die Ausnahmevorschrift des § 4 Abs. 2 Satz 1 und 2 BayIfSMV erfüllt ist. Vom Verbot ausgenommen ist zudem die Begleitung Sterbender (§ 4 Abs. 3 BayIfSMV).";Personen ab 14 Jahren (§ 12 OWiG);500
4400434904;44004349;349;44004;4;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 4 Abs. 2 Satz 4, § 22 Nr. 3 BayIfSMV;Betreiber von den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen, die kein Schutz- und Hygienekonzept vorlegen können.;"Verantwortlicher der Einrichtung (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4400434905;44004349;349;44004;5;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 4 Abs. 2 Satz 3, § 8, § 9 Abs. 2 Nr. 6, Abs. 3, Abs. 5 Satz 1, Abs. 6 Satz 3 und Abs. 7, § 11 Abs. 3 Nr. 2 und Abs. 4 Satz 1, § 18 Satz 2, § 21 Abs. 2 Satz 1 Nr. 3, Abs. 3, § 22 Nr. 4 BayIfSMV;Verstoß gegen die Maskenplicht (§ 1 Abs. 2 BayIfSMV): - Besucher, die ihrer Maskenpflicht in den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen nicht nachkommen, - Fahr- und Fluggäste sowie Kontroll- und Servicepersonal (soweit es in Kontakt mit Fahr- und Fluggästen kommt), die ihrer Maskenpflicht im öffentlichen Personennah- und -fernverkehr (hierzu gehören auch Taxen), den hierzu gehörenden Einrichtungen oder bei touristischen Reisebusreisen nicht nachkommen (§ 8 BayIfSMV), - Personen, die entgegen § 9 Abs. 2 Nr. 6 BayIfSMV (ggf. i.V.m. § 9 Abs. 3, Abs. 5 Satz 1, Abs. 6 Satz 3 und Abs. 7 BayIfSMV) in geschlossenen Räumlichkeiten, insbesondere beim Durchqueren von Eingangsbereichen, bei der Entnahme und dem Zurückstellen von Sportgeräten sowie bei der Nutzung von Umkleiden und WC-Anlagen ihrer Maskenpflicht nicht nachkommen, - Personen, die entgegen § 9 Abs. 6 ggf. i.V.m. Abs. 7 BayIfSMV in geschlossenen Räumen außerhalb des Trainings ihrer Maskenpflicht nicht nachkommen (insbesondere besteht die Maskenpflicht beim Betreten und Verlassen der Sportstätte sowie bei der Nutzung von WC-Anlagen und Umkleiden), - Fahrgäste von Seilbahnen, der Fluss- und Seenschifffahrt und touristischen Bahnverkehren sowie Kontroll- und Servicepersonal (soweit es in Kontakt mit Fahrgästen kommt), die ihrer Maskenpflicht in geschlossenen Räumen nicht nachkommen, - Personen, die entgegen § 11 Abs. 4 Satz 1 i.V.m. § 9 Abs. 2 Nr. 6 BayIfSMV in geschlossenen Räumlichkeiten von Badeanstalten, Hotelschwimmbäder, Thermen und Wellnesszentren, insbesondere beim Durchqueren von Eingangsbereichen sowie bei der Nutzung von Umkleiden und WC-Anlagen ihrer Maskenpflicht nicht nachkommen, - Beteiligte, die im Rahmen von praktischem Fahrunterricht und praktischen Fahrprüfungen ihre Maskenpflicht nicht einhalten (§ 18 Satz 2 BayIfSMV), - Besucher und Mitwirkende die im Rahmen von Kulturstätten im Sinne des § 21 Abs. 2 BayIfSMV oder von Kinos, die in geschlossenen Räumen ihrer Maskenpflicht nicht nachkommen.;Personen ab 14 Jahren (§ 12 OWiG);150
4400434906;44004349;349;44004;6;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 1 Satz 1 Nr. 3, Sätze 2 und 3, Abs. 2 und Abs. 3 Satz 1, § 13 Abs. 4 Satz 2 und Abs. 5 Satz 2, § 14 Satz 1 Nr. 3, § 22 Nr. 4 BayIfSMV;Verstoß gegen die Maskenpflicht (§ 1 Abs. 2 BayIfSMV): - Kunden bzw. Patienten oder Begleitpersonen, die ihrer Maskenpflicht in den in § 12 BayIfSMV genannten Geschäften, Verkaufsstellen, Einkaufszentren, Dienstleistungsbetrieben und Praxen nicht nachkommen, - Gäste, die ihrer Maskenpflicht in Gastronomiebetrieben nicht nachkommen (§ 13 Abs. 4 Satz 2 ggf. i.V.m. Abs. 5 Satz 2 BayIfSMV), - Gäste, die ihrer Maskenpflicht in Beherbergungsbetrieben nicht nachkommen (§ 14 Satz 1 Nr. 4 BayIfSMV).;Personen ab 14 Jahren (§ 12 OWiG);150
4400434907;44004349;349;44004;7;Veranstalter;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 5, § 7, § 22 Nr. 5 BayIfSMV;- Durchführung einer Veranstaltung oder Versammlung entgegen § 5 Abs. 1 BayIfSMV oder - Veranstalter kann entgegen § 5 Abs. 2 Satz 1 BayIfSMV kein Schutz- und Hygienekonzept vorlegen;Veranstalter oder Leiter einer Veranstaltung oder Versammlung;5000
4400434907;44004349;349;44004;7;Teilnehmer;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 5, § 7, § 22 Nr. 5 BayIfSMV;Teilnahme an einer Veranstaltung oder Versammlung entgegen § 5 Abs. 1 oder § 7 Satz 1 BayIfSMV;Teilnehmer einer Veranstaltung oder Versammlung;500
4400434908;44004349;349;44004;8;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 8 Satz 3, § 22 Nr. 6 BayIfSMV;Durchführung von Reisebusreisen unter Verstoß gegen die Vorgaben von § 8 Satz 3 BayIfSMV.;"Person, welche die Entscheidung über die Durchführung einer Reisebusreise trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434909;44004349;349;44004;9;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 9, § 22 Nr. 7 BayIfSMV;Betrieb oder Nutzung einer Sporthalle, eines Sportplatzes, eines Fitnessstudios oder anderer Sportstätten oder einer Tanzschule entgegen § 9 BayIfSMV.;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4400434909;44004349;349;44004;9;Handelnde Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 9, § 22 Nr. 7 BayIfSMV;Betrieb oder Nutzung einer Sporthalle, eines Sportplatzes, eines Fitnessstudios oder anderer Sportstätten oder einer Tanzschule entgegen § 9 BayIfSMV.;Person, die die jeweilige Einrichtung nutzt;150
4400434910;44004349;349;44004;10;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 11, § 22 Nr. 8 BayIfSMV;Betrieb einer Einrichtung oder Durchführung von touristischen Führungen unter Verstoß gegen die Vorgaben von § 11 BayIfSMV oder Durchführung von Führungen in Kulturstätten entgegen § 21 Abs. 1 Nr. 2 Alt. 1, § 11 Abs. 2 BayIfSMV.;"Verantwortlicher des Betriebs (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434911;44004349;349;44004;11;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 1 Satz 1, § 22 Nr. 9 BayIfSMV;Betreiber von Ladengeschäften, die (1) nicht sicherstellen, dass grundsätzlich der vorgeschriebene Mindestabstand eingehalten werden kann, (2) nicht sicherstellen, dass die Zahl der gleichzeitig im Ladengeschäft anwesenden Kunden nicht höher ist als ein Kunde je 10 m² Verkaufsfläche, (3) nicht sicherstellen, dass das Personal seiner Maskenpflicht nachkommt, oder (4) kein Schutz- und Hygienekonzept vorlegen können.;Verantwortlicher des Ladengeschäfts (i.d.R. der Betriebsinhaber, bei jur. Personen: Geschäftsführung, o.Ä.);5000
4400434912;44004349;349;44004;12;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 1 Satz 3, § 22 Nr. 9 BayIfSMV;Betreiber von Verkaufsstellen auf einem Markt, die (1) nicht sicherstellen, dass das Personal seiner Maskenpflicht nachkommt oder (2) kein Schutz- und Hygienekonzept vorlegen können.;"Verantwortlicher der Verkaufsstelle (i.d.R. der Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434913;44004349;349;44004;13;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 1 Satz 2, § 22 Nr. 9 BayIfSMV;Betreiber von Einkaufszentren, die (1) nicht sicherstellen, dass grundsätzlich der vorgeschriebene Mindestabstand in den verbindenden Kundenpassagen eingehalten werden kann, (2) nicht sicherstellen, dass die Zahl der gleichzeitig in den verbindenden Kundenpassagen anwesenden Kunden nicht höher ist als ein Kunde je 10 m² Verkaufsfläche, (3) nicht sicherstellen, dass das Personal seiner Maskenpflicht nachkommt oder (4) kein Schutz- und Hygienekonzept vorlegen können.;Verantwortlicher des Einkaufszentrums (i.d.R. der Betriebsinhaber, bei jur. Personen: Geschäftsführung, o.Ä.);5000
4400434914;44004349;349;44004;14;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 2, § 22 Nr. 9 BayIfSMV;Verantwortliche von Dienstleistungsbetrieben, die (1) nicht sicherstellen, dass grundsätzlich der vorgeschriebene Mindestabstand eingehalten werden kann, (2) nicht sicherstellen, dass das Personal seiner Maskenpflicht nachkommt oder (3) kein Schutz- und Hygienekonzept vorlegen können.;"Verantwortlicher des Dienstleistungsbetriebs (i.d.R. der Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434915;44004349;349;44004;15;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 12 Abs. 3, § 22 Nr. 9 BayIfSMV;Betreiber von Praxen, die (1) nicht sicherstellen, dass grundsätzlich der vorgeschriebene Mindestabstand eingehalten werden kann oder (2) nicht sicherstellen, dass das Personal seiner Maskenpflicht nachkommt.;"Verantwortlicher der Praxis (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4400434916;44004349;349;44004;16;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 13, § 22 Nr. 10 BayIfSMV;Öffnung eines Gastronomiebetriebs, ohne den Voraussetzungen des § 13 nachzukommen. (1) Zulässig ist die Abgabe und Lieferung von mitnahmefähigen Speisen und Getränken (§ 13 Abs. 2 BayIfSMV). (2) Zulässig sind Betriebs- und Schulkantinen, wenn gewährleistet ist, dass der Abstand zwischen den Gästen mindestens 1,5 m beträgt und der Betreiber ein Schutz- und Hygienekonzept ausgearbeitet hat (§ 13 Abs. 3 BayIfSMV). (3) Zulässig ist Abgabe von Speisen und Getränken zum Verzehr an Ort und Stelle im Freien, insbesondere in Wirts- oder Biergärten und auf Freischankflächen - wenn gewährleistet ist, dass grundsätzlich der Mindestabstand von 1,5 m zwischen den Gästen eingehalten ist oder geeignete Trennvorrichtungen vorhanden sind, - der Betreiber sicherstellt, dass das Personal seiner Maskenpflicht nachkommt, und - der Betreiber ein Schutz- und Hygienekonzept ausgearbeitet hat. (4) Zulässig ist der Betrieb von Speisewirtschaften nach § 1 Abs. 1 Nr. 2 des GastG, soweit der Verzehr nicht im Freien erfolgt, - wenn gewährleistet ist, dass grundsätzlich der Mindestabstand von 1,5 m zwischen den Gästen eingehalten ist oder geeignete Trennvorrichtungen vorhanden sind, - der Betreiber sicherstellt, dass das Personal seiner Maskenpflicht nachkommt, und - der Betreiber ein Schutz- und Hygienekonzept ausgearbeitet hat.;"Person, welche die Entscheidung über die Öffnung des Betriebs trifft (i.d.R. Betriebsinhaber, Wirt; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434917;44004349;349;44004;17;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 14, § 22 Nr. 11 BayIfSMV;Betreiber von Hotels, Beherbergungsbetrieben, Schullandheimen, Jugendherbergen, Campingplätzen oder sonstige Personen, die sonstige Unterkünfte jeder Art zur Verfügung stellen, wenn diese nicht sicherstellen (vgl. § 14 BayIfSMV), dass (1) grundsätzlich der vorgeschriebene Mindestabstand eingehalten wird, oder (2) nur Gäste in einem Zimmer oder einer Wohneinheit untergebracht werden, die im Verhältnis zueinander zu dem in § 2 Abs. 1 bezeichneten Personenkreis gehören, (3) das Personal im Servicebereich oder in Bereichen, in denen ein Mindestabstand von 1,5 m nicht eingehalten werden kann, ihrer Maskenpflicht nachkommt, (4) und/oder der Betreiber ein Schutz- und Hygienekonzept vorlegen kann.;"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434918;44004349;349;44004;18;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 15, § 22 Nr. 12 BayIfSMV;Verantwortliche, die bei Prüfungen i.S.d. § 15 BayIfSMV (1) nicht sicherstellen, dass grundsätzlich der Mindestabstand zwischen den Teilnehmern eingehalten wird, oder (2) nicht zum Prüfungsbetrieb gehörende Zuschauer zulassen.;"Verantwortlicher der Prüfung (i.d.R. Leiter/ Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434919;44004349;349;44004;19;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 17, § 22 Nr. 13 BayIfSMV;Verantwortliche, die unter Verstoß gegen die Voraussetzungen des § 17 BayIfSMV Bildungsangebote betreiben oder Musikunterricht erteilen.;"Verantwortlicher der Einrichtung (i.d.R. Leiter/Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434920;44004349;349;44004;20;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 18, § 22 Nr. 14 BayIfSMV;Durchführung von Fahrschulunterricht entgegen § 18 BayIfSMV: Verantwortliche, die bei theoretischem Fahrschulunterricht, Nachschulungen, Eignungsseminaren sowie theoretischen Fahrprüfungen (a) nicht sicherstellen, dass der Mindestabstand zwischen den Teilnehmern eingehalten wird, oder (b) nicht zum Prüfungsbetrieb gehörende Zuschauer zulassen.;"Person, welche die Entscheidung über die Durchführung des Fahrschulunterrichts/der Prüfung trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434921;44004349;349;44004;21;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 21 Abs. 1, § 22 Nr. 15 BayIfSMV;"Betreiber von Kulturstätten i.S.d. § 21 Abs. 1 BayIfSMV, die (1) nicht sicherstellen, dass die Anzahl der Besucher nicht höher ist als ein Besucher je 10 m² zugänglicher Fläche, oder (2) kein Schutz- und Hygienekonzept vorlegen können; für Führungen gilt § 11 Abs. 2 BayIfSMV.";"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434922;44004349;349;44004;22;Entscheidende Person;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;§ 21 Abs. 2 und Abs. 3, § 22 Nr. 15 BayIfSMV;"Betreiber von Kulturstätten i.S.d. § 21 Abs. 2 BayIfSMV oder Kinos, die (1) nicht sicherstellen, dass grundsätzlich der Mindestabstand zwischen allen Teilnehmern (Besucher und Mitwirkende) eingehalten wird (bei Einsatz von Blasinstrumenten und Gesang beträgt der Mindestabstand 2 m) (2) in geschlossenen Räumen mehr als 50 Personen oder unter freiem Himmel mehr als 100 Personen zulassen; bei Veranstaltungen mit zugewiesenen und gekennzeichneten Sitzplätzen in geschlossenen Räumen mehr als 100 Personen oder unter freiem Himmel mehr als 200 Personen zulassen (3) kein Schutz- und Hygienekonzept vorlegen können.";"Person, welche die Entscheidung über die Öffnung des Betriebes trifft (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o.Ä.)";5000
4400434923;44004349;349;44004;23;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;Nr. 1 i.V.m. Nr. 6 AV „Kitas“;Betreten von Kindertageseinrichtungen oder Großtagespflegestellen zur Wahrnehmung des Betreuungsangebots (ausgenommen die Notbetreuung nach den Nrn. 3 und 4).;Personensorgeberechtigte;500
4400434924;44004349;349;44004;24;Personensorgeberechtigte;Veröffentlichung BayMBl. 2020 Nr. 349 vom 22.06.2020;Nr. 5 i.V.m. Nr. 6 AV „Kitas“;Betreten der in der AV „Kitas“ aufgezählten Einrichtungen, wenn das Kind (1) Krankheitssymptome aufweist, (2) in Kontakt zu einer infizierten Person steht oder seit dem letzten Kontakt mit einer infizierten Person keine 14 Tage vergangen sind und sie keine Krankheitssymptome aufweisen oder (3) einer sonstigen Quarantänemaßnahme unterliegt.;Personensorgeberechtigte;500
4404244501;44042445;445;44042;1;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 2 Abs. 1, § 22 Nr. 1 BayIfSMV;Aufenthalt im öffentlichen Raum mit Personen, die nicht vom erlaubten Personenkreis des § 2 Abs. 1 BayIfSMV umfasst sind.;Personen ab 14 Jahren (§ 12 OWiG);150
4404244502;44042445;445;44042;2;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 2 Abs. 2, § 21 Nr. 2 BayIfSMV;Feiern und/oder Grillen auf öffentlichen Plätzen oder Anlagen.;Personen ab 14 Jahren (§ 12 OWiG);150
4404244503;44042445;445;44042;3;Verantwortlicher;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 4 Abs. 1 Satz 2, § 22 Nr. 3 BayIfSMV;Betreiber von den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen, die kein Schutz- und Hygienekonzept vorlegen können.;"Verantwortlicher der Einrichtung (i.d.R. Betriebsinhaber; bei jur. Personen: Geschäftsführung, o. Ä.)";5000
4404244504;44042445;445;44042;4;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 4 Abs. 1 Satz 1, § 8, § 11 Abs. 3 Nr. 2, § 14a Nr. 3, § 18 Satz 2, § 21 Abs. 2 Satz 1 Nr. 3, Abs. 3, § 22 Nr. 4 BayIfSMV;Verstoß gegen die Maskenplicht (§ 1 Abs. 2 BayIfSMV): - Besucher, die ihrer Maskenpflicht in den in § 4 Abs. 1 BayIfSMV genannten Einrichtungen nicht nachkommen, - Fahr- und Fluggäste sowie Kontroll- und Servicepersonal (soweit es in Kontakt mit Fahr- und Fluggästen kommt), die ihrer Maskenpflicht im öffentlichen Personennah- und -fernverkehr (hierzu gehören auch Taxen), den hierzu gehörenden Einrichtungen oder bei touristischen Reisebusreisen nicht nachkommen (§ 8 BayIfSMV), - Fahrgäste von Seilbahnen, der Fluss- und Seenschifffahrt und touristischen Bahnverkehren sowie Kontroll- und Servicepersonal (soweit es in Kontakt mit Fahrgästen kommt), die ihrer Maskenpflicht in geschlossenen Räumen nicht nachkommen (§ 11 Abs. 3 Nr. 2 BayIfSMV), - Personen, die entgegen § 14a Nr. 3 BayIfSMV bei einer Teilnahme im Rahmen von Tagungen, Kongressen und vergleichbaren Veranstaltungen in geschlossenen Räumen, solange sie sich nicht an ihrem Platz befinden oder das Wort haben, ihrer Maskenpflicht nicht nachkommen, - Beteiligte, die im Rahmen von praktischem Fahrunterricht und praktischen Fahrprüfungen ihre Maskenpflicht nicht einhalten (§ 18 Satz 2 BayIfSMV), - Besucher und Mitwirkende im Rahmen von Kulturstätten im Sinne des § 21 Abs. 2 BayIfSMV oder von Kinos, die in geschlossenen Räumen ihrer Maskenpflicht nicht nachkommen.;Personen ab 14 Jahren (§ 12 OWiG);150
4404244505;44042445;445;44042;5;Person ab 14;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 12 Abs. 1 Satz 1 Nr. 3, Satz 2, Abs. 2, Abs. 3 Satz 1 und Abs. 4 Satz 3, § 13 Abs. 4 Satz 2 und Abs. 5 Satz 2, § 14 Satz 1 Nr. 3, § 22 Nr. 4 BayIfSMV;Verstoß gegen die Maskenpflicht (§ 1 Abs. 2 BayIfSMV): - Kunden bzw. Patienten oder Begleitpersonen, die ihrer Maskenpflicht in den in § 12 BayIfSMV genannten Geschäften, Verkaufsstellen, Einkaufszentren, Dienstleistungsbetrieben, Praxen, Wochenmärkten und anderen Märkten zum Warenverkauf nicht nachkommen, - Gäste, die ihrer Maskenpflicht in Gastronomiebetrieben nicht nachkommen (§ 13 Abs. 4 Satz 2 ggf. i.V.m. Abs. 5 Satz 2 BayIfSMV), - Gäste, die ihrer Maskenpflicht in Beherbergungsbetrieben nicht nachkommen (§ 14 Satz 1 Nr. 3 BayIfSMV).;Personen ab 14 Jahren (§ 12 OWiG);150
4404244506;44042445;445;44042;6;Veranstalter;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 5, § 7, § 22 Nr. 5 BayIfSMV;- Durchführung einer Veranstaltung oder Versammlung entgegen § 5 Abs. 1 Satz 1 BayIfSMV oder - Veranstalter kann entgegen § 5 Abs. 2 Satz 1 BayIfSMV kein Schutz- und Hygienekonzept vorlegen. - Durchführung einer Versammlung entgegen § 7 Abs. 2 BayIfSMV oder - Veranstalter kann entgegen § 7 Abs. 2 Nr. 3 BayIfSMV kein Schutz- und Hygienekonzept vorlegen.;Veranstalter oder Leiter einer Veranstaltung oder Versammlung;5000
4404244506;44042445;445;44042;6;Teilnehmer;Veröffentlichung BayMBl. 2020 Nr. 445 vom 30.07.2020;§ 5, § 7, § 22 Nr. 5 BayIfSMV;Teilnahme an einer Veranstaltung oder Versammlung entgegen § 5 Abs. 1 Satz 1 oder § 7 Abs. 1 Satz 1 BayIfSMV;Teilnehmer einer Veranstaltung oder Versammlung;500
